0	0	1161.6863	1162	597.1437	597
0	0	1162.9757	1163	597.7464	598
0	0	1163.1803	1163	597.27455	597
0	0	1162.886	1163	593.98235	594
0	0	1162.0176	1162	592.9857	593
0	0	1162.1642	1162	590.88835	591
0	0	1162.6229	1163	590.99955	591
0	0	1161.5646	1162	590.1197	590
0	0	1161.1272	1161	590.8969	591
0	0	1161.5929	1162	588.4565	588
0	0	1162.2902	1162	586.4598	586
0	0	1160.8051	1161	585.7924	586
0	0	1161.7319	1162	585.3018	585
0	0	1160.7028	1161	586.2744	586
0	0	1160.3091	1160	586.31225	586
0	0	1159.9904	1160	586.3629	586
0	0	1159.9421	1160	584.98395	585
0	0	1160.5031	1161	583.417	583
0	0	1163.6874	1164	584.9477	585
0	0	1163.2267	1163	586.69755	587
0	0	1163.9034	1164	587.125	587
0	0	1166.5417	1167	585.3412	585
0	0	1167.1388	1167	585.2663	585
0	0	1165.9824	1166	585.80565	586
0	0	1167.9357	1168	585.6026	586
0	0	1169.8177	1170	585.638	586
0	0	1167.9724	1168	585.8567	586
0	0	1168.7177	1169	583.9239	584
0	0	1169.0411	1169	583.74835	584
0	0	1170.3132	1170	582.6761	583
0	0	1170.4836	1170	585.0976	585
0	0	1171.2418	1171	583.79905	584
0	0	1169.8558	1170	584.2972	584
0	0	1171.2432	1171	583.3407	583
0	0	1179.7169	1180	582.9359	583
0	0	1178.0408	1178	583.16805	583
0	0	1177.163	1177	583.0561	583
0	0	1174.2419	1174	583.7454	584
0	0	1173.356	1173	586.6537	587
0	0	1169.7283	1170	586.9195	587
0	0	1167.3798	1167	587.4648	587
0	0	1166.9275	1167	587.6164	588
0	0	1168.6313	1169	588.4492	588
0	0	1171.4614	1171	588.11385	588
0	0	1169.2937	1169	591.7322	592
0	0	1166.9077	1167	590.973	591
0	0	1166.0251	1166	590.3781	590
0	0	1164.6703	1165	590.98625	591
0	0	1166.3329	1166	589.2688	589
0	0	1165.1896	1165	586.68775	587
0	0	1162.1333	1162	588.03705	588
0	0	1162.938	1163	587.88	588
0	0	1162.9297	1163	585.31275	585
0	0	1161.2029	1161	586.3133	586
0	0	1151.8242	1152	588.47375	588
0	0	1153.9375	1154	587.5437	588
0	0	1152.8094	1153	586.7204	587
0	0	1151.5555	1152	589.43345	589
0	0	1150.2198	1150	589.1211	589
0	0	1148.9982	1149	588.17805	588
0	0	1147.6284	1148	586.64415	587
0	0	1147.879	1148	584.6217	585
0	0	1144.882	1145	586.38355	586
0	0	1141.1042	1141	588.90065	589
0	0	1141.6743	1142	587.6795	588
0	0	1139.0562	1139	591.0104	591
0	0	1139.0653	1139	591.19835	591
0	0	1140.0028	1140	586.9106	587
0	0	1139.9822	1140	582.77755	583
0	0	1136.9554	1137	584.18975	584
0	0	1135.1139	1135	585.6537	586
0	0	1133.9823	1134	586.13945	586
0	0	1132.6956	1133	585.9929	586
0	0	1127.6833	1128	586.54425	587
0	0	1125.3434	1125	589.06085	589
0	0	1121.0781	1121	590.40925	590
0	0	1120.0133	1120	589.21145	589
0	0	1116.3308	1116	589.7312	590
0	0	1114.8879	1115	590.16225	590
0	0	1112.8593	1113	588.9514	589
0	0	1111.486	1111	586.86065	587
0	0	1111.2537	1111	585.67705	586
0	0	1111.1155	1111	584.20835	584
0	0	1106.6835	1107	585.5388	586
0	0	1106.2836	1106	585.4864	585
0	0	1107.7096	1108	582.74395	583
0	0	1106.1847	1106	581.2625	581
0	0	1104.8196	1105	581.3526	581
0	0	1105.4137	1105	581.4756	581
0	0	1104.885	1105	582.4452	582
0	0	1104.9868	1105	589.3406	589
0	0	1100.7393	1101	588.68585	589
0	0	1100.1787	1100	589.19555	589
0	0	1103.7147	1104	585.8384	586
0	0	1105.4589	1105	584.34905	584
0	0	1102.3917	1102	587.6227	588
0	0	1102.9373	1103	588.02435	588
0	0	1104.2891	1104	587.17975	587
0	0	1103.7441	1104	588.61555	589
0	0	1100.9827	1101	587.82855	588
0	0	1100.856	1101	587.661	588
0	0	1103.3533	1103	587.0954	587
0	0	1103.8661	1104	585.3773	585
0	0	1102.0614	1102	587.6956	588
0	0	1102.3097	1102	588.4334	588
0	0	1102.7609	1103	588.26105	588
0	0	1104.4662	1104	586.05145	586
0	0	1103.8376	1104	587.07165	587
0	0	1105.6584	1106	587.22805	587
0	0	1106.2633	1106	590.07465	590
0	0	1106.8433	1107	589.57045	590
0	0	1106.863	1107	591.9621	592
0	0	1106.429	1106	591.97925	592
0	0	1105.9374	1106	593.10315	593
0	0	1104.7393	1105	593.1736	593
0	0	1105.7087	1106	595.62055	596
0	0	1101.174	1101	598.85265	599
0	0	1100.8209	1101	599.6406	600
0	0	1101.7249	1102	597.9489	598
0	0	1102.0571	1102	597.76855	598
0	0	1101.4862	1101	597.4325	597
0	0	1097.8638	1098	598.73035	599
0	0	1093.6495	1094	599.46155	599
0	0	1091.406	1091	600.6038	601
0	0	1090.1288	1090	604.1491	604
0	0	1088.0642	1088	604.89075	605
0	0	1087.932	1088	602.07145	602
0	0	1087.4449	1087	604.1479	604
0	0	1088.7603	1089	606.6598	607
0	0	1087.8458	1088	606.38435	606
0	0	1087.8351	1088	606.0313	606
0	0	1088.5365	1089	606.4553	606
0	0	1089.4745	1089	605.00875	605
0	0	1092.5244	1093	602.94695	603
0	0	1095.2148	1095	601.88695	602
0	0	1096.394	1096	601.5484	602
0	0	1097.9092	1098	602.2642	602
0	0	1100.4963	1100	600.77395	601
0	0	1100.262	1100	600.27685	600
0	0	1101.8921	1102	596.7442	597
0	0	1104.9625	1105	595.6228	596
0	0	1107.3895	1107	594.48445	594
0	0	1107.0255	1107	593.30235	593
0	0	1104.7407	1105	592.51485	593
0	0	1106.24	1106	589.657	590
0	0	1105.0443	1105	590.21215	590
0	0	1104.2358	1104	588.7218	589
0	0	1103.931	1104	587.33465	587
0	0	1104.7041	1105	585.82105	586
0	0	1104.2603	1104	584.7751	585
0	0	1103.2607	1103	583.96775	584
0	0	1104.7112	1105	582.15385	582
0	0	1102.296	1102	581.2146	581
0	0	1102.4097	1102	578.6938	579
0	0	1098.6118	1099	579.9419	580
0	0	1096.2054	1096	580.49285	580
0	0	1097.8164	1098	580.5391	581
0	0	1097.7712	1098	578.80665	579
0	0	1097.8347	1098	576.9434	577
0	0	1100.8461	1101	576.08415	576
0	0	1101.2452	1101	573.01815	573
0	0	1101.4386	1101	574.0547	574
0	0	1099.5952	1100	573.12425	573
0	0	1100.1721	1100	572.11065	572
0	0	1097.4994	1097	572.4496	572
0	0	1099.3044	1099	572.51415	573
0	0	1099.8666	1100	570.92645	571
0	0	1100.7218	1101	571.2904	571
0	0	1099.3247	1099	570.73525	571
0	0	1097.8429	1098	570.7055	571
0	0	1100.8027	1101	572.35145	572
0	0	1106.1702	1106	572.0446	572
0	0	1107.3077	1107	571.21615	571
0	0	1104.9492	1105	570.78505	571
0	0	1102.4889	1102	570.18585	570
0	0	1104.356	1104	569.7205	570
0	0	1103.3483	1103	567.75365	568
0	0	1104.6121	1105	567.66045	568
0	0	1105.6057	1106	567.7949	568
0	0	1106.4305	1106	567.84385	568
0	0	1103.1487	1103	568.56355	569
0	0	1105.4503	1105	569.3565	569
0	0	1105.6147	1106	568.1687	568
0	0	1103.2679	1103	568.69665	569
0	0	1104.0869	1104	570.56425	571
0	0	1103.3904	1103	570.69695	571
0	0	1103.1561	1103	568.8145	569
0	0	1104.7164	1105	566.78975	567
0	0	1104.4303	1104	565.4397	565
0	0	1103.7585	1104	565.41615	565
0	0	1106.0645	1106	564.507	565
0	0	1103.5823	1104	566.2207	566
